"Link","Author Keywords","Index Keywords"
"https://www.scopus.com/pages/publications/105032820180?origin=resultslist","carbon emission right; distributed learning; multi-energy virtual power plants; network constraints; transactive energy","Distributed computer systems; Energy transition; Heterogeneous networks; Peer to peer networks; Power markets; Sustainable development; Carbon emission rights; Distributed learning; Emission rights trading; Energy; Energy emissions; Multi energy; Multi-energy virtual power plant; Network constraints; Transactive energy; Virtual power plants; Carbon"
"https://www.scopus.com/pages/publications/105046806384?origin=resultslist","Decentralized Systems; Nature-Inspired Algorithms; Performance Optimization; Task Distribution","Balancing; Behavioral research; Biomimetics; Cloud computing; Decentralized systems; Resource allocation; Cloud computing environments; Cloud-computing; Critical issues; Decentralized system; Load-Balancing; Load-balancing algorithm; Nature inspired algorithms; Performance optimizations; Resources utilizations; Task distribution; Decision making"
"https://www.scopus.com/pages/publications/105022254421?origin=resultslist","Black Widow Optimizatio; Jellyfish Search Optimizer; K-nearest neighbor; Maximum Dry Density","Additives; Compaction; Density (specific gravity); Durability; Forecasting; Geotechnical engineering; Heuristic algorithms; Heuristic methods; Learning algorithms; Nearest neighbor search; Soil mechanics; Soil testing; Soils; Stabilization; Black widow optimizatio; Fundamental concepts; Geotechnical; Jellyfish search optimizer; K-near neighbor; K-nearest neighbors method; Maximum dry density; Nearest-neighbour; Per unit volume; Search optimizer; Particle size"
"https://www.scopus.com/pages/publications/105048174008?origin=resultslist","Cyber-Physical Security; Robust Constrained Reinforcement Learning; Tri-Level Optimization","Computer crime; Constrained optimization; Cyber attacks; Cyber Physical System; Machine learning; Network security; Outages; Public works; Cascading failures; Cyber physicals; Cyber-Physical securities; Optimisations; Physical attacks; Real- time; Reinforcement learning approach; Reinforcement learnings; Robust constrained reinforcement learning; Tri-level optimization; Blending"
"https://www.scopus.com/pages/publications/105030564149?origin=resultslist","","Battery management systems; Charging (batteries); Degradation; Electric losses; Electric machine control; Energy efficiency; Energy utilization; Hybrid vehicles; Optimization; Secondary batteries; Transient analysis; Battery health; Capacity loss; Conventional control; Current energy; Energy; Heuristic control; Hybrid source; Lifespans; Management systems; Transient load; Supercapacitor"
"https://www.scopus.com/pages/publications/105034048638?origin=resultslist","Deep reinforcement learning; Energy management system; Hybrid microgrid; Markov decision process; PV–Wind–Battery integration; Renewable energy optimization","Behavioral research; Charging (batteries); Decision making; Electric power system stability; Energy conservation; Energy management systems; Energy policy; Markov processes; Microgrids; Renewable energy; Secondary batteries; Stochastic models; Wind effects; Energy; Energy optimization; Hybrid microgrid; Management systems; Markov Decision Processes; Microgrid; PV–wind–battery integration; Reinforcement learnings; Renewable energies; Renewable energy optimization; Stochastic systems"
"https://www.scopus.com/pages/publications/105025956342?origin=resultslist","Artificial intelligence; Energy optimisation; Hybrid energy; Solar photovoltaic systems; Solar thermal systems","Energy efficiency; Hybrid power; Learning systems; Neural networks; Solar concentrators; Solar heating; Solar heating; Solar power generation; Sustainable development; Technological forecasting; Efficiency and reliability; Energy optimization; Hybrid energy; Hybrid energy system; Photovoltaic energy systems; Solar photovoltaic energies; Solar photovoltaic system; Solar thermal energy; Solar thermal systems; Thermal energy systems; Genetic algorithms"
"https://www.scopus.com/pages/publications/105028997619?origin=resultslist","big data; deep learning; distribution network loss forecasting; graph convolutional network (GCN); long short-term memory (LSTM)","Big data; Convolution; Convolutional neural networks; Data accuracy; Electric power distribution; Forecasting; Convolutional networks; Deep learning; Distribution network loss forecasting; Effective management; Graph convolutional network; Line loss rates; Long short-term memory; Network loss; Novel methods; Short term memory; Long short-term memory"
"https://www.scopus.com/pages/publications/105041035910?origin=resultslist","Deep Ensemble; Edge Intelligence; Explainable AI (XAI); Federated Learning; Maximum Power Point Tracking (MPPT); Multi-Objective Optimization; Solar Photovoltaic Systems","Data Sharing; Deep learning; Electric power transmission networks; Energy efficiency; Fuzzy logic; Learning algorithms; Learning systems; Photovoltaics; Power management; Solar power generation; Voltage regulators; Deep ensemble; Edge intelligence; Energy aware; Explainable AI (XAI); Maximum Power Point Tracking; Multi-objectives optimization; Photovoltaic systems; Power grids; Solar photovoltaic system; Multiobjective optimization"
"https://www.scopus.com/pages/publications/105037596092?origin=resultslist","Demand uncertainty; Load growth; MCS; Metaheuristic optimization; N-1 Security; Power system planning; QUBO; TNEP",""
"https://www.scopus.com/pages/publications/105045598139?origin=resultslist","Chronic Kidney Disease (CKD); CNN; Hyper Parameter; QSSA; SSA","Behavioral research; Convolution; Diagnosis; Learning algorithms; Learning systems; Optimization; Scalability; Swarm intelligence; Chronic kidney disease; Convolutional neural network; Hyper-parameter; Quantum inspired salp swarm algorithm; Salp swarm algorithm; Salp swarms; Swarm algorithms; Medical imaging"
"https://www.scopus.com/pages/publications/105040787109?origin=resultslist","Grey Wolf Optimizer; Hybrid Optimization; Jellyfish Algorithm; Localization; Metaheuristics; RMSE; Wireless Sensor Networks","Heuristic algorithms; Hybrid sensors; Location; Mean square error; Network security; Optimization; Gray wolf optimizer; Gray wolves; Hybrid optimization; Jellyfish algorithm; Localisation; Metaheuristic; Optimizers; RMSE; Sensors network; Wireless sensor; Wireless sensor networks"
"https://www.scopus.com/pages/publications/105026789528?origin=resultslist","Metaheuristic algorithms; Optimization strategy; Reinforced concrete; Reinforcement optimization; Structural engineering",""
